STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,OBS_VALUE,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ROU,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2009,7.355,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Romania,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2009,17.997,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Russian Federation,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SMR,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2009,3.73,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,San Marino,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SRB,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2009,19.501,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Serbia,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SGP,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2009,4.99,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Singapore,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BIH,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2018,20.133,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Bosnia and Herzegovina,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRA,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2018,14.492,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Brazil,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRN,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2018,8.948,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Brunei Darussalam,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGR,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2018,14.637,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Bulgaria,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BFA,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2018,6.447,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Burkina Faso,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CPV,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2018,9.248,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Cabo Verde,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HUN,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2002,11.35,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Hungary,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ISL,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2002,4.51,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Iceland,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IDN,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2002,5.354,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Indonesia,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRL,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2002,6.726,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Ireland,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ITA,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2002,10.624,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Italy,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HKG,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2020,7.219,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Hong Kong SAR, China",Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HUN,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2020,10.79,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Hungary,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ISL,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2020,8.388,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Iceland,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IND,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2020,6.368,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,India,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IDN,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2020,2.868,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Indonesia,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NLD,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2005,8.774,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Netherlands,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NIC,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2005,4.769,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Nicaragua,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MKD,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2005,45.153,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,North Macedonia,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,USA,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,1998,9.532,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,United States,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,URY,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,1998,10.667,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Uruguay,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SWE,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2008,12.845,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Sweden,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CHE,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2008,6.309,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Switzerland,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TZA,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2008,0.463,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Tanzania,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HND,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2005,5.86,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Honduras,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HUN,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2005,14.273,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Hungary,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ISL,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2005,3.794,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Iceland,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IND,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2005,4.124,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,India,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IDN,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2005,5.853,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Indonesia,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRN,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2005,10.343,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Iran, Islamic Rep.",Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRL,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2005,7.06,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Ireland,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SGP,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2013,2.53,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Singapore,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SVK,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2013,42.341,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Slovak Republic,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SVN,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2013,17.416,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Slovenia,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLB,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2013,0.583,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Solomon Islands,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZAF,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2013,31.231,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,South Africa,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ESP,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2013,35.16,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Spain,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LKA,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2013,3.041,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Sri Lanka,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BEL,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2003,11.625,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Belgium,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRA,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2003,13.075,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Brazil,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGR,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2003,24.575,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Bulgaria,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NGA,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2016,7.048,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Nigeria,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MKD,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2016,30.427,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,North Macedonia,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NOR,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2016,10.508,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Norway,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,OMN,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2016,3.28,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Oman,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAK,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2016,2.445,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Pakistan,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAN,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2016,4.674,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Panama,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRY,WB_WDI_SL_UEM_BASC_ZS,_T,_T,_T,PT_LF_SUB,_Z,_Z,_Z,2016,5.082,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Paraguay,Unemployment with basic education (% of total labor force with basic education),Total,All age ranges or no breakdown by age,Total,Percentage of labor force in the same subgroup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
